Name,Position,Club,League,Pace,Shooting,Passing,Dribbling,Defense,Physical,Card Rating,Weak Foot,Skill Moves,Work Rates,Strong Foot,Futhead Card Link
Baiano, RB , Alanyaspor , Turkey S per Lig ,76,61,62,74,72,73,74,2,3,Medium/Medium,Right,https://www.futhead.com/20/players/3479/baiano/
Crespo, CB , PAOK FC , Greece A Ethniki ,69,39,64,62,73,75,74,3,2,Medium/High,Right,https://www.futhead.com/20/players/3406/crespo/
Moussa Sow, ST , Gazi ehir Gaziantep F K , Turkey S per Lig ,77,73,66,73,34,74,74,4,3,High/Medium,Right,https://www.futhead.com/20/players/3386/moussa-sow/
Pablo Mouche, LM , CD Vi azur , Chile Campeonato Nacional Scotiabank ,77,70,70,74,27,64,74,4,3,High/Low,Left,https://www.futhead.com/20/players/3379/pablo-mouche/
Paul Aguilar, RB , Am rica , Mexico Liga MX ,82,63,68,69,70,75,74,3,3,High/High,Right,https://www.futhead.com/20/players/3357/paul-aguilar/
Felix Bastians, CB , Tianjin Teda , China Super League ,61,60,68,58,75,77,74,3,2,Medium/High,Left,https://www.futhead.com/20/players/3323/felix-bastians/
Andreas Ulmer, LB , Red Bull Salzburg , Austria Bundesliga ,69,62,70,71,70,74,74,3,3,High/Medium,Left,https://www.futhead.com/20/players/3272/andreas-ulmer/
Scott Sinclair, LM , Celtic , Scotland Premiership ,88,72,65,75,41,65,74,4,4,High/Medium,Right,https://www.futhead.com/20/players/3269/scott-sinclair/
Ron Vlaar, CB , AZ , Holland Eredivisie ,31,57,57,53,75,77,74,4,2,Medium/Medium,Right,https://www.futhead.com/20/players/3249/ron-vlaar/
Sebastian Larsson, CM , AIK , Sweden Allsvenskan ,55,69,77,69,66,72,74,3,3,Medium/High,Right,https://www.futhead.com/20/players/3148/sebastian-larsson/
Curtis Davies, CB , Derby County , England EFL Championship ,52,38,46,54,75,71,74,3,2,Medium/High,Right,https://www.futhead.com/20/players/3136/curtis-davies/
David Limberský, LB , Viktoria Plze , Czech Republic HET Liga ,75,63,70,72,73,77,74,3,3,High/Medium,Right,https://www.futhead.com/20/players/3123/david-limbersky/
Billy Sharp, ST , Sheffield United , England Premier League ,58,74,62,65,42,68,74,3,2,Medium/High,Right,https://www.futhead.com/20/players/3103/billy-sharp/
Jurado, CAM , C diz CF , Spain Segunda A ,64,72,75,75,32,55,74,4,4,Medium/Low,Right,https://www.futhead.com/20/players/3055/jurado/
Gökhan İnler, CDM , Medipol Ba ak ehir , Turkey S per Lig ,41,66,72,69,73,70,74,5,2,Medium/Medium,Right,https://www.futhead.com/20/players/3044/gokhan-inler/
Willem Janssen, CB , FC Utrecht , Holland Eredivisie ,40,64,69,68,72,75,74,4,2,Medium/Medium,Right,https://www.futhead.com/20/players/3043/willem-janssen/
Oribe Peralta, ST , Guadalajara , Mexico Liga MX ,68,72,66,72,41,74,74,4,3,High/Low,Right,https://www.futhead.com/20/players/3039/oribe-peralta/
Ibrahim Afellay, CAM , PSV , Holland Eredivisie ,68,69,75,77,54,57,74,4,4,Medium/Low,Right,https://www.futhead.com/20/players/3034/ibrahim-afellay/
Christian Maggio, RB , Benevento , Italy Serie B ,70,69,69,73,72,77,74,2,3,Medium/Medium,Right,https://www.futhead.com/20/players/2905/christian-maggio/
Fernando Belluschi, CAM , San Lorenzo de Almagro , Argentina Primera Divisi n ,55,74,76,74,65,64,74,4,4,High/Medium,Right,https://www.futhead.com/20/players/2856/fernando-belluschi/
Roman Hubník, CB , Viktoria Plze , Czech Republic HET Liga ,64,53,60,57,71,76,74,3,2,Medium/High,Right,https://www.futhead.com/20/players/2796/roman-hubnik/
Maximiliano Rodríguez, LM , Newell s Old Boys , Argentina Primera Divisi n ,67,75,75,75,44,66,74,4,4,Medium/Low,Right,https://www.futhead.com/20/players/2727/maximiliano-rodriguez/
Ricardo Costa, CB , Boavista , Portugal Liga NOS ,41,37,47,54,74,73,74,3,2,Low/High,Right,https://www.futhead.com/20/players/2664/ricardo-costa/
Raphaël Nuzzolo, ST , Neuch tel Xamax , Switzerland Super League ,73,76,74,74,41,66,74,4,3,Medium/Medium,Left,https://www.futhead.com/20/players/2663/raphael-nuzzolo/
Tarantini, CM , Rio Ave , Portugal Liga NOS ,47,68,71,71,72,68,74,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/2646/tarantini/
Matheus Cunha, ST , RB Leipzig , Germany Bundesliga ,76,74,63,79,28,63,74,4,4,Medium/Medium,Right,https://www.futhead.com/20/players/2640/matheus-cunha/
Gaëtan Bong, LB , Brighton Hove Albion , England Premier League ,63,41,69,70,76,71,74,3,3,High/High,Left,https://www.futhead.com/20/players/2319/gaetan-bong/
Pablo Maffeo, RWB , Girona FC , Spain Segunda A ,86,52,68,75,73,63,74,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/2317/pablo-maffeo/
Jean-Eudes Aholou, CDM , AS Saint tienne , France Ligue ,72,65,63,71,76,69,74,3,3,High/Medium,Left,https://www.futhead.com/20/players/2294/jean-eudes-aholou/
Amato Ciciretti, CAM , Napoli , Italy Serie A ,77,68,73,75,35,49,74,4,4,High/Medium,Left,https://www.futhead.com/20/players/2260/amato-ciciretti/
Allan Nyom, RWB , Getafe CF , Spain Primera Division ,70,47,62,65,75,82,74,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/2256/allan-nyom/
Ben Gibson, CB , Burnley , England Premier League ,59,29,48,52,75,71,74,3,2,Medium/Medium,Left,https://www.futhead.com/20/players/2220/ben-gibson/
Ewerton, CB , Hamburger SV , Germany Bundesliga ,56,37,55,62,75,72,74,2,2,Medium/Medium,Left,https://www.futhead.com/20/players/2215/ewerton/
Francesco Magnanelli, CDM , Sassuolo , Italy Serie A ,62,55,68,63,76,68,74,3,2,Medium/High,Right,https://www.futhead.com/20/players/2211/francesco-magnanelli/
Kévin Rodrigues, LB , CD Legan s , Spain Primera Division ,71,48,69,64,72,61,74,3,2,Medium/Medium,Left,https://www.futhead.com/20/players/2199/kevin-rodrigues/
Rade Krunić, CM , Milan , Italy Serie A ,68,73,73,75,65,70,74,3,3,High/Medium,Right,https://www.futhead.com/20/players/2133/rade-krunic/
Juan Foyth, CB , Tottenham Hotspur , England Premier League ,70,45,66,72,74,70,74,3,3,Medium/High,Right,https://www.futhead.com/20/players/2131/juan-foyth/
Nuno da Costa, ST , RC Strasbourg , France Ligue ,78,72,64,76,26,61,74,3,3,High/High,Right,https://www.futhead.com/20/players/2101/nuno-da-costa/
Keagan Dolly, CAM , Montpellier HSC , France Ligue ,78,69,72,76,36,52,74,4,3,High/High,Left,https://www.futhead.com/20/players/2091/keagan-dolly/
Unai López, CM , Athletic Club de Bilbao , Spain Primera Division ,74,69,74,77,65,63,74,3,3,High/Medium,Right,https://www.futhead.com/20/players/2066/unai-lopez/
Jeffrey Bruma, CB , VfL Wolfsburg , Germany Bundesliga ,59,53,59,58,72,80,74,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/2047/jeffrey-bruma/
Eduard Löwen, CM , Hertha BSC , Germany Bundesliga ,66,62,70,69,70,87,74,4,3,Medium/High,Right,https://www.futhead.com/20/players/2016/eduard-lowen/
Pozo, CAM , Rayo Vallecano , Spain Segunda A ,73,69,71,77,54,54,74,4,3,High/Medium,Right,https://www.futhead.com/20/players/2003/pozo/
Ambroise Oyongo, LWB , Montpellier HSC , France Ligue ,87,59,67,74,66,73,74,2,3,High/Medium,Left,https://www.futhead.com/20/players/2000/ambroise-oyongo/
Juanfran, RB , Alanyaspor , Turkey S per Lig ,75,67,69,74,70,73,74,3,3,High/Medium,Right,https://www.futhead.com/20/players/1983/juanfran/
Jeff Reine-Adélaïde, CAM , Olympique Lyonnais , France Ligue ,79,68,68,78,50,66,74,3,4,High/Medium,Right,https://www.futhead.com/20/players/1981/jeff-reine-adelaide/
André Hahn, RM , FC Augsburg , Germany Bundesliga ,72,76,67,66,55,83,74,4,3,High/High,Right,https://www.futhead.com/20/players/1937/andre-hahn/
Filip Đuričić, CAM , Sassuolo , Italy Serie A ,73,65,72,77,42,57,74,4,4,High/Low,Right,https://www.futhead.com/20/players/1923/filip-uricic/
Çağlar Söyüncü, CB , Leicester City , England Premier League ,63,45,52,59,74,74,74,4,2,Medium/Medium,Right,https://www.futhead.com/20/players/1919/caglar-soyuncu/
Andreas Cornelius, ST , Parma , Italy Serie A ,64,73,55,66,39,81,74,3,3,High/Low,Left,https://www.futhead.com/20/players/1918/andreas-cornelius/
Róber, CB , Levante UD , Spain Primera Division ,54,43,61,61,75,73,74,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/1885/rober/
Adam Masina, LB , Watford , England Premier League ,68,42,67,68,73,73,74,3,3,Medium/High,Left,https://www.futhead.com/20/players/1855/adam-masina/
Federico Viviani, CDM , Livorno , Italy Serie B ,63,70,75,75,71,69,74,4,3,Medium/Medium,Right,https://www.futhead.com/20/players/1838/federico-viviani/
Leon Balogun, CB , Brighton Hove Albion , England Premier League ,57,45,60,60,74,72,74,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/1810/leon-balogun/
Alcalá, CB , Girona FC , Spain Segunda A ,34,48,59,53,73,77,74,4,2,Medium/Medium,Right,https://www.futhead.com/20/players/1805/alcala/
Gian Marco Ferrari, CB , Sassuolo , Italy Serie A ,55,27,39,49,76,71,74,3,2,Medium/Medium,Left,https://www.futhead.com/20/players/1782/gian-marco-ferrari/
Callum Hudson-Odoi, RW , Chelsea , England Premier League ,85,64,67,80,30,60,74,3,4,High/Medium,Right,https://www.futhead.com/20/players/1759/callum-hudson-odoi/
Perparim Hetemaj, CM , Benevento , Italy Serie B ,75,64,73,74,70,77,74,4,3,High/High,Right,https://www.futhead.com/20/players/1758/perparim-hetemaj/
Philip Billing, CM , Bournemouth , England Premier League ,58,70,72,71,74,73,74,3,3,Medium/Medium,Left,https://www.futhead.com/20/players/1755/philip-billing/
Pirmin Schwegler, CDM , Western Sydney Wanderers , Australia Hyundai A League ,40,67,73,72,73,66,74,4,3,Medium/Medium,Right,https://www.futhead.com/20/players/1748/pirmin-schwegler/
Luca Cigarini, CM , Cagliari , Italy Serie A ,57,66,78,73,67,61,74,4,3,Medium/Medium,Right,https://www.futhead.com/20/players/1728/luca-cigarini/
Luca Antonelli, LB , Empoli , Italy Serie B ,71,58,69,72,76,72,74,3,3,High/High,Left,https://www.futhead.com/20/players/1705/luca-antonelli/
Florent Hadergjonaj, RB , Huddersfield Town , England EFL Championship ,79,48,68,71,70,66,74,3,3,High/Medium,Right,https://www.futhead.com/20/players/1697/florent-hadergjonaj/
Valentín Vada, CM , Girondins de Bordeaux , France Ligue ,62,65,74,73,67,68,74,4,3,Medium/Medium,Right,https://www.futhead.com/20/players/1691/valentin-vada/
William, RB , VfL Wolfsburg , Germany Bundesliga ,77,50,68,75,70,69,74,3,3,High/Low,Right,https://www.futhead.com/20/players/1660/william/
Darko Lazović, LM , Hellas Verona , Italy Serie A ,86,64,71,76,47,47,74,4,3,Medium/Medium,Right,https://www.futhead.com/20/players/1645/darko-lazovic/
Shane Long, ST , Southampton , England Premier League ,80,72,61,71,36,69,74,2,3,High/High,Right,https://www.futhead.com/20/players/1626/shane-long/
Rouwen Hennings, ST , Fortuna D sseldorf , Germany Bundesliga ,65,76,62,67,40,77,74,3,3,High/High,Left,https://www.futhead.com/20/players/1619/rouwen-hennings/
Pierrick Capelle, LM , Angers SCO , France Ligue ,70,70,74,74,69,70,74,4,3,High/Medium,Left,https://www.futhead.com/20/players/1593/pierrick-capelle/
Patrick Roberts, RM , Norwich City , England Premier League ,77,66,69,82,27,41,74,3,4,Medium/Medium,Left,https://www.futhead.com/20/players/1574/patrick-roberts/
Ivi, LM , SD Huesca , Spain Segunda A ,78,74,70,76,43,61,74,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/1558/ivi/
Rachid Ghezzal, RW , Fiorentina , Italy Serie A ,72,68,74,77,28,58,74,3,4,Medium/Low,Left,https://www.futhead.com/20/players/1556/rachid-ghezzal/
Jordan Ferri, CM , Montpellier HSC , France Ligue ,64,67,71,73,66,74,74,2,3,Medium/High,Right,https://www.futhead.com/20/players/1555/jordan-ferri/
Stefan Ilsanker, CDM , RB Leipzig , Germany Bundesliga ,58,53,57,52,76,82,74,3,2,Medium/High,Right,https://www.futhead.com/20/players/1512/stefan-ilsanker/
Dwight McNeil, LM , Burnley , England Premier League ,77,66,71,75,50,66,74,3,3,High/High,Left,https://www.futhead.com/20/players/1511/dwight-mcneil/
Simone Missiroli, CM , Spal , Italy Serie A ,61,65,73,71,68,63,74,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/1505/simone-missiroli/
Ismaël Bennacer, CM , Milan , Italy Serie A ,72,70,73,74,68,66,74,3,3,Medium/Medium,Left,https://www.futhead.com/20/players/1500/ismael-bennacer/
Pablo Martinez, CB , N mes Olympique , France Ligue ,66,45,63,69,74,75,74,3,3,High/Medium,Left,https://www.futhead.com/20/players/1480/pablo-martinez/
Sabin Merino, LW , CD Legan s , Spain Primera Division ,72,72,70,74,56,59,74,3,4,Medium/Medium,Right,https://www.futhead.com/20/players/1459/sabin-merino/
Eraso, CAM , CD Legan s , Spain Primera Division ,53,71,72,70,58,74,74,3,3,High/Medium,Right,https://www.futhead.com/20/players/1458/eraso/
Bryan Dabo, CM , Fiorentina , Italy Serie A ,64,67,71,73,73,78,74,3,4,High/High,Right,https://www.futhead.com/20/players/1447/bryan-dabo/
Iuri Medeiros, RW , FC N rnberg , Germany Bundesliga ,73,72,75,80,33,50,74,3,4,High/Medium,Left,https://www.futhead.com/20/players/1437/iuri-medeiros/
Riza Durmisi, LB , Lazio , Italy Serie A ,79,62,72,74,70,70,74,3,3,High/Medium,Left,https://www.futhead.com/20/players/1412/riza-durmisi/
Sean Morrison, CB , Cardiff City , England EFL Championship ,45,29,40,49,74,77,74,2,2,Medium/High,Right,https://www.futhead.com/20/players/1410/sean-morrison/
Nicolò Zaniolo, CAM , Roma , Italy Serie A ,73,66,68,75,59,76,74,3,3,Medium/Medium,Left,https://www.futhead.com/20/players/1400/nicolo-zaniolo/
Romain Amalfitano, CM , Dijon FCO , France Ligue ,60,59,70,72,68,59,74,4,3,Medium/High,Right,https://www.futhead.com/20/players/1399/romain-amalfitano/
Aleix García, CM , Mouscron , Belgium Jupiler Pro League ,67,67,74,75,59,57,74,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/1380/aleix-garcia/
Felipe, CB , Spal , Italy Serie A ,34,35,51,53,78,59,74,3,2,Low/Medium,Left,https://www.futhead.com/20/players/1375/felipe/
Ozan Kabak, CB , FC Schalke , Germany Bundesliga ,69,33,54,66,74,74,74,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/1342/ozan-kabak/
Marvin Zeegelaar, LB , Watford , England Premier League ,70,62,67,72,73,74,74,3,3,High/Medium,Left,https://www.futhead.com/20/players/1328/marvin-zeegelaar/
Álvaro García, LM , Rayo Vallecano , Spain Segunda A ,93,65,66,73,30,45,74,3,3,Medium/Medium,Left,https://www.futhead.com/20/players/1296/alvaro-garcia/
Antonio Barreca, LB , Genoa , Italy Serie A ,79,34,63,75,70,69,74,2,3,High/Medium,Left,https://www.futhead.com/20/players/1293/antonio-barreca/
Peter Pekarík, RB , Hertha BSC , Germany Bundesliga ,66,37,66,74,75,65,74,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/1283/peter-pekarik/
Lucas Torró, CDM , Eintracht Frankfurt , Germany Bundesliga ,60,61,65,65,74,73,74,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/1277/lucas-torro/
Mateo Pavlović, CB , Angers SCO , France Ligue ,31,60,50,53,72,84,74,3,2,High/Medium,Right,https://www.futhead.com/20/players/1262/mateo-pavlovic/
Christian Atsu, LM , Newcastle United , England Premier League ,86,67,68,77,34,45,74,3,3,Medium/Low,Left,https://www.futhead.com/20/players/1250/christian-atsu/
Marvin Bakalorz, CDM , Hannover , Germany Bundesliga ,64,66,62,67,74,80,74,4,2,Medium/Medium,Right,https://www.futhead.com/20/players/1238/marvin-bakalorz/
Douglas Luiz, CM , Aston Villa , England Premier League ,67,67,72,74,69,70,74,2,3,Medium/Medium,Right,https://www.futhead.com/20/players/1195/douglas-luiz/
Diego Rico, LB , Bournemouth , England Premier League ,72,58,69,67,73,73,74,2,3,Medium/Medium,Left,https://www.futhead.com/20/players/1193/diego-rico/
Jordan Amavi, LB , Olympique de Marseille , France Ligue ,77,65,69,70,69,72,74,5,3,High/Medium,Left,https://www.futhead.com/20/players/1183/jordan-amavi/
Georges-Kévin Nkoudou, LM , Tottenham Hotspur , England Premier League ,88,67,68,78,34,58,74,4,3,Medium/Low,Right,https://www.futhead.com/20/players/1177/georges-kevin-nkoudou/
Balenziaga, LB , Athletic Club de Bilbao , Spain Primera Division ,75,46,68,70,72,75,74,4,3,High/Medium,Left,https://www.futhead.com/20/players/1166/balenziaga/
Pol Lirola, RB , Fiorentina , Italy Serie A ,79,45,68,73,72,67,74,3,3,High/Medium,Right,https://www.futhead.com/20/players/1155/pol-lirola/
Nicolas De Préville, CF , Girondins de Bordeaux , France Ligue ,76,72,72,75,36,66,74,3,3,High/Medium,Right,https://www.futhead.com/20/players/1146/nicolas-de-preville/
Stéphane Bahoken, ST , Angers SCO , France Ligue ,80,72,57,71,24,71,74,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/1102/stephane-bahoken/
Prince-Désir Gouano, CB , Amiens SC , France Ligue ,64,25,50,52,74,76,74,2,2,Medium/High,Right,https://www.futhead.com/20/players/1096/prince-desir-gouano/
Hélder Costa, RM , Leeds United , England EFL Championship ,85,67,68,77,30,59,74,3,4,Medium/Low,Left,https://www.futhead.com/20/players/1063/helder-costa/
Sandro, CDM , Genoa , Italy Serie A ,54,69,67,68,75,72,74,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/1038/sandro/
Dennis Aogo, CDM , Hannover , Germany Bundesliga ,71,56,74,72,72,73,74,3,3,Medium/Medium,Left,https://www.futhead.com/20/players/1003/dennis-aogo/
Loïs Diony, ST , AS Saint tienne , France Ligue ,77,73,63,71,25,74,74,3,3,High/Low,Right,https://www.futhead.com/20/players/998/lois-diony/
Paul Baysse, CB , Girondins de Bordeaux , France Ligue ,51,46,62,62,73,80,74,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/985/paul-baysse/
Mathías Olivera, LB , Getafe CF , Spain Primera Division ,75,50,63,67,72,72,74,3,3,High/Medium,Left,https://www.futhead.com/20/players/957/mathias-olivera/
Nicolai Müller, RM , Eintracht Frankfurt , Germany Bundesliga ,74,72,69,78,44,62,74,3,3,High/Medium,Right,https://www.futhead.com/20/players/911/nicolai-muller/
Dimitri Foulquier, RM , Watford , England Premier League ,73,60,68,75,72,73,74,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/859/dimitri-foulquier/
Manquillo, RWB , Newcastle United , England Premier League ,73,44,63,71,71,66,74,3,3,High/Medium,Right,https://www.futhead.com/20/players/845/manquillo/
Junior Hoilett, LM , Cardiff City , England EFL Championship ,87,71,69,77,35,64,74,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/831/junior-hoilett/
Luciano Vietto, ST , Sporting CP , Portugal Liga NOS ,76,73,68,76,43,61,74,4,3,Medium/Medium,Right,https://www.futhead.com/20/players/821/luciano-vietto/
Joe Ralls, CM , Cardiff City , England EFL Championship ,64,68,73,72,68,66,74,2,3,Medium/High,Left,https://www.futhead.com/20/players/809/joe-ralls/
Pablo De Blasis, LM , SD Eibar , Spain Primera Division ,76,72,70,79,56,55,74,4,3,Medium/Medium,Right,https://www.futhead.com/20/players/805/pablo-de-blasis/
Pedro Rebocho, LB , Be ikta , Turkey S per Lig ,74,58,69,75,71,72,74,2,3,Medium/Medium,Left,https://www.futhead.com/20/players/775/pedro-rebocho/
Jonathan Silva, LWB , CD Legan s , Spain Primera Division ,75,60,68,72,71,74,74,3,3,High/Medium,Left,https://www.futhead.com/20/players/769/jonathan-silva/
Saša Lukić, CDM , Torino , Italy Serie A ,66,60,75,77,69,68,74,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/765/sasa-lukic/
Jack Stephens, CB , Southampton , England Premier League ,61,42,58,67,74,71,74,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/750/jack-stephens/
Mirko Valdifiori, CDM , Spal , Italy Serie A ,50,56,79,73,69,62,74,3,3,Low/Medium,Right,https://www.futhead.com/20/players/746/mirko-valdifiori/
Kyle Walker-Peters, RB , Tottenham Hotspur , England Premier League ,76,37,66,72,72,66,74,4,3,High/Medium,Right,https://www.futhead.com/20/players/729/kyle-walker-peters/
Emil Krafth, RB , Newcastle United , England Premier League ,73,52,66,70,74,71,74,3,3,High/Medium,Right,https://www.futhead.com/20/players/702/emil-krafth/
Simon Falette, CB , Eintracht Frankfurt , Germany Bundesliga ,67,44,44,47,73,83,74,3,2,Medium/Medium,Left,https://www.futhead.com/20/players/695/simon-falette/
Harry Arter, CM , Fulham , England EFL Championship ,59,69,72,71,67,72,74,5,3,High/High,Left,https://www.futhead.com/20/players/694/harry-arter/
Mathew Leckie, RM , Hertha BSC , Germany Bundesliga ,88,68,66,74,55,74,74,4,3,High/Medium,Right,https://www.futhead.com/20/players/687/mathew-leckie/
